contract_id,address,code_hash,label,explain,split,source,explain_source
ponzi_e_00010,0xb47841728f10f39abad9d799e8f6ba05e30c1b9d,fb67392c8ec778d70d4ac73d578d6009d00f5501910e4bba59825f280631688c,1,"var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
msg.sender.transfer(balance);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
contractOwner.transfer(this.balance);",val,datafiles/PonziDataset_20221114_explain_augmented_negatives.csv,heuristic_generated_from_source
ponzi_e_00011,0xe520035ae79e2cda8b9c1983fe810ea57bf5ccbc,4c49650f55193f29150bbe08609f85c14685315bb1ff196bbfdd17c104e07d13,1,"var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
msg.sender.transfer(balance);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
contractOwner.transfer(this.balance);",test,datafiles/PonziDataset_20221114_explain_augmented_negatives.csv,heuristic_generated_from_source
ponzi_e_00012,0x7c9fe4ee9702c109ad26fd02ca2d1de1ad49157e,aaaa8fa5e368645c96cb0b906301e03b59dae0c87257d03d8b55d01813adc621,1,"var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
msg.sender.transfer(balance);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
contractOwner.transfer(this.balance);",test,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00013,0x7c9fe4ee9702c109ad26fd02ca2d1de1ad49157e,9fc0628aea8ab8b261307be598e65ac246c60f434a040a1f7326169527b505c1,1,"var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
msg.sender.transfer(balance);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
contractOwner.transfer(this.balance);",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00014,0x7c9fe4ee9702c109ad26fd02ca2d1de1ad49157e,7a7b67b1e535701958e4345ee3f7f2fd6c1ebcda4255ccf709ff002c4254aadc,1,"var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
msg.sender.transfer(balance);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
contractOwner.transfer(this.balance);",test,datafiles/PonziDataset_20221114_explain_augmented_negatives.csv,heuristic_generated_from_source
ponzi_e_00015,0x124374f24bff86cf043e31344077ece93bd46b57,b31488a32a13b803355f845d75a956e368ba5d87e5d15873e066c15c99baff5a,1,"var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
msg.sender.transfer(balance);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
contractOwner.transfer(this.balance);",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00016,0xb47841728f10f39abad9d799e8f6ba05e30c1b9d,09282dc766bf619b6d1518708aac70ebf9c1c5aff0c65a13334086ced39907e6,1,"var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
msg.sender.transfer(balance);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
contractOwner.transfer(this.balance);",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00017,0xe520035ae79e2cda8b9c1983fe810ea57bf5ccbc,8c85a52e8427dfb178ebd967d779d7653a64ba733af41fcc44ff2597b1b0e951,1,"var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
msg.sender.transfer(balance);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
contractOwner.transfer(this.balance);",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00018,0x7c9fe4ee9702c109ad26fd02ca2d1de1ad49157e,ce731b69d4b11e54e287e41c2b0a05b1f84539592718b7a6caa9221509a2f9bc,1,"var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
msg.sender.transfer(balance);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
contractOwner.transfer(this.balance);",val,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00019,0x4c17c61ce6edd113346d993aed193dda7ae57b9e,f66e017e0ef6641d86fcc4353652ea741e9610ebccf1b2370954244c645e740f,1,"var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
balance = add( balance, dividends(msg.sender) );
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
var pocketBalance = tricklePocket[msg.sender];
---
msg.sender.transfer(out);",val,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00020,0x49c2b0b29edfabee21311e7cff3a0c67da9f035e,83b2f09b89dd8d362f328e1e970117ff7e9d17d094785507281f712b7c203744,1,"var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
var balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
balance = add( balance, dividends(msg.sender) );
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
var pocketBalance = tricklePocket[msg.sender];
---
msg.sender.transfer(out);",val,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00021,0x099764910a38190bbd317857e635e6f461b11119,06180684d50bbcb2051490a1b9ba69e8f15da1a70e324866f663b86b0bf7c48b,1,"emit Deposit(msg.value, msg.sender);
---
emit Donation(msg.value, msg.sender);
---
if(participants[payoutOrder].etherAddress.call.value(payoutToSend).gas(1)()){
---
owner = msg.sender;
---
require(msg.sender == owner);
---
require(msg.sender == ownerCandidate);
---
require(msg.sender == owner);
---
participants.push(Participant(msg.sender, amountCredited));",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00022,0x099764910a38190bbd317857e635e6f461b11119,ed33e1ef6cbde57a67de81ffaf4eb5815cfd92dd8495094f42b970734f381d98,1,"emit Deposit(msg.value, msg.sender);
---
emit Donation(msg.value, msg.sender);
---
if(participants[payoutOrder].etherAddress.call.value(payoutToSend).gas(1000000)()){
---
owner = msg.sender;
---
require(msg.sender == owner);
---
require(msg.sender == ownerCandidate);
---
require(msg.sender == owner);
---
participants.push(Participant(msg.sender, amountCredited));",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00023,0x099764910a38190bbd317857e635e6f461b11119,8d790d755b28dee2ff8efa26e7a0e1f3b4c3eae461ae81a2d9f6f80b9adf8c7d,1,"emit Deposit(msg.value, msg.sender);
---
emit Donation(msg.value, msg.sender);
---
if(participants[payoutOrder].etherAddress.call.value(payoutToSend).gas(1000000)()){
---
owner = msg.sender;
---
require(msg.sender == owner);
---
require(msg.sender == ownerCandidate);
---
require(msg.sender == owner);
---
participants.push(Participant(msg.sender, amountCredited));",train,datafiles/PonziDataset_20221114_explain_augmented_negatives.csv,heuristic_generated_from_source
ponzi_e_00024,0x39d24136e961054a585c69f570af209ad8464d45,9e4d4eca5a202a0b972ddc229c00ca1f24cb982578c044cf29bfd2670605fe89,1,"emit Deposit(msg.value, msg.sender);
---
emit Donation(msg.value, msg.sender);
---
if(participants[payoutOrder].etherAddress.call.value(payoutToSend).gas(1)()){
---
owner = msg.sender;
---
require(msg.sender == owner);
---
require(msg.sender == ownerCandidate);
---
require(msg.sender == owner);
---
participants.push(Participant(msg.sender, amountCredited));",val,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00025,0x39d24136e961054a585c69f570af209ad8464d45,187da4402e07ac43cfa8ee4f45113ddbe8b9db4e51604d7462445de0cebc6871,1,"emit Deposit(msg.value, msg.sender);
---
emit Donation(msg.value, msg.sender);
---
if(participants[payoutOrder].etherAddress.call.value(payoutToSend).gas(1000000)()){
---
owner = msg.sender;
---
require(msg.sender == owner);
---
require(msg.sender == ownerCandidate);
---
require(msg.sender == owner);
---
participants.push(Participant(msg.sender, amountCredited));",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00026,0x39d24136e961054a585c69f570af209ad8464d45,445d8d8b2e488b7d85907ddf8bfe0b083ff7f496300f250aaed319dd48fad628,1,"emit Deposit(msg.value, msg.sender);
---
emit Donation(msg.value, msg.sender);
---
if(participants[payoutOrder].etherAddress.call.value(payoutToSend).gas(1000000)()){
---
owner = msg.sender;
---
require(msg.sender == owner);
---
require(msg.sender == ownerCandidate);
---
require(msg.sender == owner);
---
participants.push(Participant(msg.sender, amountCredited));",train,datafiles/PonziDataset_20221114_explain_augmented_negatives.csv,heuristic_generated_from_source
ponzi_e_00027,0x43e49c79172a1be3ebb4240da727c0da0fa5d233,d8f29e3ffbb21a41e29d92ad47844a671250c787523c1be9655f8e4b2b5dff7d,1,"investors[PRE_i].etherAddress.send(PRE_payout); //send dividend to investor
---
owner.send(PRE_amount/100); //send the 1% management fee to the manager
---
owner.send(fees); //send the 1% to the manager
---
owner.send(balance);
---
// Fees: There is a 1% deposit fee, and a 1% dividend payout fee that goes to the contract manager, everything else goes to investors!
---
modifier manager { if (msg.sender == owner) _ }
---
owner = msg.sender;
---
if( msg.sender== investors[i].etherAddress) // if yes then:",test,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00028,0x1ff3f56609d0771abb49566600febade0e708beb,9459c1fa4d8e87482066390d49edd5756c376974795df13e7941d8f7cc6674e1,1,"investors[PRE_i].etherAddress.send(PRE_payout); //send dividend to investor
---
owner.send(PRE_amount/100); //send the 1% management fee to the manager
---
owner.send(fees); //send the 1% to the manager
---
owner.send(balance);
---
// Fees: There is a 1% deposit fee, and a 1% dividend payout fee that goes to the contract manager, everything else goes to investors!
---
modifier manager { if (msg.sender == owner) _ }
---
owner = msg.sender;
---
if( msg.sender== investors[i].etherAddress) // if yes then:",val,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00029,0x99d982e49bcb5465a6b4c1e0ec4341c912d9ba42,d7a35513ec30ce80f344a41f6b8ed1ec929768aaf43975131fa719e217ce7704,1,"investors[PRE_i].etherAddress.send(PRE_payout);         //send dividend to investor
---
owner.send(PRE_amount/100);     	//send the 1% management fee to the manager
---
owner.send(fees);            //send the 1% to the manager
---
owner.send(balance);
---
//  Fees: There is a 1% deposit fee, and a 1% dividend payout fee that goes to the contract manager, everything else goes to investors!
---
modifier manager { if (msg.sender == owner) _ }
---
owner = msg.sender;
---
if( msg.sender==   investors[i].etherAddress) // if yes then:",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00030,0x007d42b9192b8c087b0d3e6ef73aae48e74b41c1,6b5b97ee10c5f252730313176b6a7300b270482a4fbe54173f487cd77baa3346,1,"investors[PRE_i].etherAddress.send(PRE_payout); //send dividend to investor
---
owner.send(PRE_amount/100); //send the 1% management fee to the manager
---
owner.send(fees); //send the 1% to the manager
---
owner.send(balance);
---
// Fees: There is a 1% deposit fee, and a 1% dividend payout fee that goes to the contract manager, everything else goes to investors!
---
modifier manager { if (msg.sender == owner) _ }
---
owner = msg.sender;
---
if( msg.sender== investors[i].etherAddress) // if yes then:",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00031,0x41f2d5040726c5328f8366f17041ec012ac8f338,88cf96d4b8aebb3db6b35f4d1c8f9fe3de6bf51862f109621d156eb2bfa58621,1,"investors[PRE_i].etherAddress.send(PRE_payout); //send dividend to investor
---
owner.send(PRE_amount/100); //send the 1% management fee to the manager
---
owner.send(fees); //send the 1% to the manager
---
owner.send(balance);
---
// Fees: There is a 1% deposit fee, and a 1% dividend payout fee that goes to the contract manager, everything else goes to investors!
---
modifier manager { if (msg.sender == owner) _ }
---
owner = msg.sender;
---
if( msg.sender== investors[i].etherAddress) // if yes then:",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00032,0xee462a6717f17c57c826f1ad9b4d3813495296c9,605c23f9036e0cf3d2752bc2cc40384c49f62f9aee030eb5430be4500cb417e3,1,"investors[PRE_i].etherAddress.send(PRE_payout); //send dividend to investor
---
owner.send(PRE_amount/100); //send the 1% management fee to the manager
---
owner.send(fees); //send the 1% to the manager
---
owner.send(balance);
---
// Fees: There is a 1% deposit fee, and a 1% dividend payout fee that goes to the contract manager, everything else goes to investors!
---
modifier manager { if (msg.sender == owner) _ }
---
owner = msg.sender;
---
if( msg.sender== investors[i].etherAddress) // if yes then:",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00033,0x39d24136e961054a585c69f570af209ad8464d45,6ba05d27c1eca2c456ed4102178fc2347d11533e336bc84bb5a16d93c02a4d5e,1,"emit Deposit(msg.value, msg.sender);
---
emit Donation(msg.value, msg.sender);
---
if(participants[payoutOrder].etherAddress.call.value(payoutToSend).gas(1000000)()){
---
owner = msg.sender;
---
require(msg.sender == owner);
---
require(msg.sender == ownerCandidate);
---
require(msg.sender == owner);
---
participants.push(Participant(msg.sender, amountCredited));",test,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00034,0x099764910a38190bbd317857e635e6f461b11119,5793c2d7ab4712c2f0c9eb85f4fcffecec0ec5749ca90d89fc8ab97fb37a9e4d,1,"emit Deposit(msg.value, msg.sender);
---
emit Donation(msg.value, msg.sender);
---
if(participants[payoutOrder].etherAddress.call.value(payoutToSend).gas(1000000)()){
---
owner = msg.sender;
---
require(msg.sender == owner);
---
require(msg.sender == ownerCandidate);
---
require(msg.sender == owner);
---
participants.push(Participant(msg.sender, amountCredited));",test,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00035,0xd0576c23585324e9050ab92ceb92ab5b527b2856,fb9eaf89cba4c85e3b24c4bc0988caf51797092b7f5d9fdec694a2242dfc76f3,1,"uint256 balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
emit onCashDividends(msg.sender,to,balance);
---
msg.sender.transfer(balance);
---
emit onWithdraw(msg.sender, balance);
---
uint256 balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
//uint256 pocketBalance = tricklePocket[msg.sender];",val,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00036,0xc4123b7a155a8a337d7b45155483a81e0d2ebf59,b20066f6cece12a06c4c01b0f91cb446a992550a26a7ceba6eddd18d88563c65,1,"uint256 balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
emit onCashDividends(msg.sender,to,balance);
---
emit onWithdraw(msg.sender, balance);
---
uint256 balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
//uint256 pocketBalance = tricklePocket[msg.sender];
---
to.transfer(balance);",test,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00037,0xaff0a98724f4cc765a7ae35cc9ea36bf531c936d,93257732761a23538f2b2732edbd18a32a6f21a9b8f4538e1500b3f1d40064bb,1,"uint256 balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
emit onCashDividends(msg.sender,to,balance);
---
msg.sender.transfer(balance);
---
emit onWithdraw(msg.sender, balance);
---
uint256 balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
//uint256 pocketBalance = tricklePocket[msg.sender];",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00038,0x19080df0360ce52b1068d54e1769182d9cc2b218,78614ff843236f4f0feafe27272c30498cd87a775da206c07775455061613710,1,"uint256 balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
emit onCashDividends(msg.sender,to,balance);
---
msg.sender.transfer(balance);
---
emit onWithdraw(msg.sender, balance);
---
uint256 balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
//uint256 pocketBalance = tricklePocket[msg.sender];",test,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00039,0x67f41953b90966257c71f6f271572399dfbfe16d,aa88401245e6acd4d427030438c5681c270fd90cd8ddb72d7ff023fa158cb23d,1,"uint256 balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
msg.sender.transfer(balance);
---
emit onWithdraw(msg.sender, balance);
---
uint256 balance = dividends(msg.sender);
---
payouts[msg.sender] += (int256) (balance * scaleFactor);
---
buyCalcAndPayout( msg.sender, fee, numTokens, numEther, res );
---
//uint256 pocketBalance = tricklePocket[msg.sender];",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00040,0xb09bed9e75fadfe18bb607577d28f83f4f1ad67a,3c6d784f844317b6898091508f4eadb45570671354f0c59a013225249b6bddab,1,"emit LogReferralInvestment(_referrer, msg.sender, msg.value);
---
msg.sender.transfer(msg.value * 1 / 1);
---
msg.sender.transfer(msg.value);
---
deposit[msg.sender][index[msg.sender]] = msg.value;
---
marketing.transfer(msg.value * 1 / 1);
---
marketing.transfer(msg.value * 1 / 1);
---
admin.transfer(msg.value * 1 / 1);
---
marketing.transfer(msg.value * 1 / 1);",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00041,0x996566c678c20f94e352301ce70c0797d81462a2,da5834348d14ddf96943c7d14d30d8c8b9e64a2c2645605db056b6cd916c5a83,1,"emit LogReferralInvestment(_referrer, msg.sender, msg.value);
---
msg.sender.transfer(msg.value * 1 / 100);
---
msg.sender.transfer(msg.value);
---
deposit[msg.sender][index[msg.sender]] = msg.value;
---
marketing.transfer(msg.value * 6 / 100);
---
marketing.transfer(msg.value * 9 / 100);
---
admin.transfer(msg.value * 3 / 100);
---
marketing.transfer(msg.value * 9 / 100);",val,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00042,0xb09bed9e75fadfe18bb607577d28f83f4f1ad67a,0ba5eac0ffa5e3a24e71b6aa16c698762c143bd75f2a991192d58845f2247e74,1,"emit LogReferralInvestment(_referrer, msg.sender, msg.value);
---
msg.sender.transfer(msg.value * 2 / 100);
---
msg.sender.transfer(msg.value);
---
deposit[msg.sender][index[msg.sender]] = msg.value;
---
marketing.transfer(msg.value * 6 / 100);
---
marketing.transfer(msg.value * 15 / 100);
---
admin.transfer(msg.value * 3 / 100);
---
marketing.transfer(msg.value * 15 / 100);",test,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00043,0x1fe7a92013b295ff98da0954b7a08e603754a1bf,5af77ba59a0bccd031bccc76e61de00d53e07fe382a5cf2bc0ac40d08a3d4585,1,"updateRewardLedger(msg.sender,msg.value,amount);
---
LogFundingReceived(msg.sender, msg.value, amountRaised);
---
if (notaryToken.transferFrom(owner, msg.sender, amount)){
---
FundTransfer(msg.sender, rewardsLedger[msg.sender].amount, false);
---
modifier onlyOwner {if (msg.sender != owner) throw; _;}
---
if (rewardsLedger[msg.sender].NTRY > 0) {
---
if(notaryToken.takeBackNTRY(msg.sender, recoveryAccount , rewardsLedger[msg.sender].NTRY)){
---
if (msg.sender.send(rewardsLedger[msg.sender].amount)) {",val,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00044,0x1bb6123913d0b48948de38c3b75fd3eb3b4fe7e3,39ded85ff61f9ef6081403a8a3c66f5fb22f312d2cd8095b527d24e9f4a5f4bb,1,"ads[uint(refId)].etherAddress.send(level0Fee);
---
ads[uint(refId)].etherAddress.send(level1Fee);
---
ads[uint(refId)].etherAddress.send(level2Fee);
---
owners[i].send(sharedFee);
---
if (msg.sender == owners[0] || msg.sender == owners[1] || msg.sender == owners[2]) _
---
msg.sender.send(value - maximumDeposit);
---
BuyAd(msg.sender, value, href, anchor, imgId, _headerColor, countryId, referral);
---
ads[payoutIdx].etherAddress.send(amount / 100 * 80);",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
ponzi_e_00045,0xbbf6aa33342c668a73c3cb3c6e4b60ca34241761,b9df89430bf263548516ba2852fb786fc85405eea970e98031446601d7f252ea,1,"address public owner = msg.sender;
---
require(msg.sender == owner);
---
require(_value <= balances[msg.sender]);
---
balances[msg.sender] = balances[msg.sender].sub(_value);
---
Transfer(msg.sender, _to, _value);
---
token.transferOwnership(_addr);
---
data.transferOwnership(_addr);
---
uint8 depositsCount = deposits[msg.sender];",train,datafiles/processed/full_processed_with_groups.csv,heuristic_generated_from_source
